category,date_time,headline,link
entertainment," July 14, 2020  6:12:30 pm","Amazon inks deal with Zakir Khan for comedy special, season two of Chacha Vidhayak Hain Humare",https://indianexpress.com/article/entertainment/web-series/amazon-inks-deal-with-zakir-khan-for-comedy-special-6505558/
entertainment," July 14, 2020  7:16:41 pm","Khayali Pulao review: Prajakta Koli’s short film is simple, sweet and uplifting",https://indianexpress.com/article/entertainment/web-series/khayali-pulao-review-prajakta-koli-short-film-is-simple-sweet-and-uplifting-6505519/
entertainment," July 14, 2020  5:22:39 pm",Jamie Lever on Johnny Lever: He is a strict south Indian father,https://indianexpress.com/article/entertainment/bollywood/jamie-lever-johny-lever-comedy-nepotism-6504118/
entertainment," July 14, 2020  4:39:00 pm",Film production restarts in California,https://indianexpress.com/article/entertainment/hollywood/film-production-restarts-in-california-6505413/
entertainment," July 14, 2020  4:09:17 pm",Six Harvey Weinstein accusers call 18.9 million dollars New York settlement a ‘cruel hoax’,https://indianexpress.com/article/entertainment/hollywood/six-harvey-weinstein-accusers-call-settlement-a-cruel-hoax-6505394/
entertainment," July 14, 2020  3:37:08 pm","I could high five God, but wasn’t living to the fullest: Ricky Martin on his struggle to come out",https://indianexpress.com/article/entertainment/music/ricky-martin-on-his-struggle-to-come-out-6505337/
entertainment," July 14, 2020  3:23:58 pm",Star Wars animated series The Bad Batch to hit Disney Plus in 2021,https://indianexpress.com/article/entertainment/web-series/star-wars-the-bad-batch-disney-plus-6505323/
entertainment," July 14, 2020  2:33:16 pm","Ankita Lokhande lights a diya, calls Sushant Singh Rajput ‘child of God’",https://indianexpress.com/article/entertainment/television/ankita-lokhande-sushant-singh-rajput-6505131/
entertainment," July 14, 2020  1:57:58 pm",Kasautii Zindagii Kay actors Karan Patel and Pooja Banerjee test negative for coronavirus,https://indianexpress.com/article/entertainment/television/karan-patel-pooja-banerjee-coronavirus-6505034/
entertainment," July 14, 2020  12:44:55 pm",Parvathy: WCC is a political movement that is above and beyond any individual,https://indianexpress.com/article/entertainment/malayalam/parvathy-vidhu-vincent-wcc-is-a-political-movement-6504886/
entertainment," July 14, 2020  12:21:11 pm",Asim Riaz: I used to walk to auditions during my struggling days,https://indianexpress.com/article/entertainment/television/asim-riaz-i-used-to-walk-to-auditions-during-my-struggling-days-6504979/
entertainment," July 14, 2020  11:40:24 am",Four charged in Los Angeles death of rising rapper Pop Smoke,https://indianexpress.com/article/entertainment/music/four-charged-in-los-angeles-death-of-rising-rapper-pop-smoke-6504910/
entertainment," July 14, 2020  6:22:11 pm",Naya Rivera (1987-2020): ‘Your ambition and accomplishments inspired Latina women’,https://indianexpress.com/article/entertainment/television/naya-rivera-death-tributes-glee-actor-live-updates-6481636/
entertainment," July 15, 2020  2:31:59 pm",Rhea Chakraborty on Sushant Singh Rajput: Thirty days of losing you but a lifetime of loving you,https://indianexpress.com/article/entertainment/bollywood/rhea-chakraborty-remembers-sushant-singh-rajput-6504824/
entertainment," July 14, 2020  9:34:44 am",Mukesh Chhabra on Sushant Singh Rajput: Will never get a call from you now,https://indianexpress.com/article/entertainment/bollywood/mukesh-chhabra-on-sushant-singh-rajput-will-never-get-a-call-from-you-now-6504729/
entertainment," July 14, 2020  8:47:36 am",Naya Rivera saved son before drowning: Sheriff,https://indianexpress.com/article/entertainment/television/naya-rivera-saved-son-before-drowning-sheriff-6504647/
entertainment," July 14, 2020  4:53:14 am",Sara Ali Khan’s driver tests positive for coronavirus,https://indianexpress.com/article/entertainment/bollywood/sara-ali-khan-driver-tests-positive-6504532/
entertainment," July 14, 2020  11:13:48 am",Glee actor Naya Rivera dies at 33,https://indianexpress.com/article/entertainment/television/naya-rivera-dies-at-33-6504506/
entertainment," July 14, 2020  4:54:30 am","Bachchans stable, 26 staffers test negative for coronavirus",https://indianexpress.com/article/entertainment/bollywood/bachchans-stable-26-staffers-test-negative-6504465/
entertainment," July 14, 2020  4:46:16 pm",What to expect on your favourite television shows from tonight,https://indianexpress.com/article/entertainment/television/tv-shows-new-episode-spoiler-13-july-6504054/
entertainment," July 13, 2020  9:33:07 pm",Amazon Prime Video series Hanna renewed for season three,https://indianexpress.com/article/entertainment/web-series/hanna-renewed-for-third-season-amazon-prime-video-6504096/
entertainment," July 13, 2020  9:21:16 pm",Non-stop yagna in Kolkata till Bachchan family recover from COVID-19,https://indianexpress.com/article/entertainment/bollywood/non-stop-yagna-in-kolkata-till-bachchan-family-recover-from-covid-19-6504106/
entertainment," July 13, 2020  6:30:21 pm","In libel case, Johnny Depp says Amber Heard hit him with ‘haymaker’ punch",https://indianexpress.com/article/entertainment/hollywood/in-libel-case-johnny-depp-says-amber-heard-hit-him-with-haymaker-punch-6503923/
entertainment," July 14, 2020  12:33:53 pm",Himesh Reshammiya: I have composed 300 new songs during lockdown,https://indianexpress.com/article/entertainment/music/himesh-reshammiya-songs-changing-trends-remixes-mx-player-times-of-music-6499142/
entertainment," July 13, 2020  5:54:27 pm",Maangi Duaein: This Salim-Sulaiman track is an earworm,https://indianexpress.com/article/entertainment/music/maangi-duaein-video-mr-faisu-salim-sulaiman-6503669/
entertainment," July 13, 2020  5:45:11 pm",Amazon Prime Video series Bandish Bandits to stream from August 4,https://indianexpress.com/article/entertainment/web-series/amazon-prime-video-series-bandish-bandits-to-stream-from-august-4-6503834/
entertainment," July 13, 2020  9:10:58 pm","Amid guidelines and restrictions, makers assure no compromise of entertainment on TV shows",https://indianexpress.com/article/entertainment/television/tv-shows-new-episodes-no-hugging-physical-distance-6503611/
entertainment," July 13, 2020  5:04:20 pm",Yaara movie trailer: Tigmanshu Dhulia promises a riveting tale of friendship,https://indianexpress.com/article/entertainment/web-series/yaara-trailer-vidyut-jammwal-6503300/
entertainment," July 13, 2020  3:00:22 pm",Asim Riaz turns 27: Himanshi Khurana wishes life always gives him a reason to smile,https://indianexpress.com/article/entertainment/television/asim-riaz-birthday-wishes-himanshi-khurana-6503416/
entertainment," July 13, 2020  2:43:50 pm","Anupam Kher’s mother shifts to isolation ward, brother and his family are under home quarantine",https://indianexpress.com/article/entertainment/bollywood/anupam-kher-thanks-fans-mother-brother-coronavirus-video-6503347/
entertainment," July 13, 2020  2:13:48 pm","Amitabh and Abhishek stable, don’t require aggressive treatment: Hospital sources",https://indianexpress.com/article/entertainment/bollywood/amitabh-abhishek-coronavirus-health-update-july-13-morning-6503474/
entertainment," July 13, 2020  1:38:12 pm",Official: Photo helps in search for missing Glee actor Naya Rivera,https://indianexpress.com/article/entertainment/television/official-photo-helps-in-search-for-missing-glee-actor-naya-rivera-6503424/
entertainment," July 13, 2020  12:44:31 pm",Lootcase to stream on Disney Plus Hotstar from July 31,https://indianexpress.com/article/entertainment/bollywood/kunal-kemmu-lootcase-release-date-6503207/
entertainment," July 15, 2020  8:12:31 am","Amitabh, Aishwarya, Abhishek and Aaradhya on path to recovery from coronavirus",https://indianexpress.com/article/entertainment/bollywood/amitabh-abhishek-aishwarya-aaradhya-coronavirus-recovery-july-13-6503047/
entertainment," July 13, 2020  11:39:26 am",Amit Sadh tests negative for coronavirus,https://indianexpress.com/article/entertainment/bollywood/amit-sadh-covid-19-test-negative-coronavirus-6503178/
entertainment," July 13, 2020  2:03:58 pm","Kelly Preston, actor and wife of John Travolta, passes away",https://indianexpress.com/article/entertainment/hollywood/kelly-preston-dead-6503206/
entertainment," July 13, 2020  11:26:26 am",Sonu Sood offers help to families of 400 migrants workers,https://indianexpress.com/article/entertainment/bollywood/sonu-sood-helps-400-families-of-migrant-workers-lockdown-coronavirus-6503077/
